id,user_id,date,weight,weight_avg,cal
700,1,4/13/2017,158,159.96,2940
701,1,4/14/2017,158,159.59,3180
702,1,4/15/2017,159,159.51,3665
703,1,4/16/2017,160,159.27,3260
704,1,4/17/2017,159,159.06,3480
705,1,4/18/2017,159,159.1,3030
706,1,4/19/2017,159,159.24,3135
707,1,4/20/2017,160,159.37,3090
708,1,4/21/2017,159,159.79,3170
709,1,4/22/2017,160,159.91,3310
710,1,4/23/2017,160,160.06,3335
711,1,4/24/2017,161,160.1,3075
712,1,4/25/2017,160,160.27,2915
713,1,4/26/2017,160,160.39,2935
714,1,4/27/2017,158,160.43,2965
715,1,4/28/2017,160,160.06,3235
716,1,4/29/2017,159,160.11,2895
717,1,4/30/2017,160,160,3475
718,1,5/1/2017,161,160.06,3310
719,1,5/2/2017,160,160.06,3265
720,1,5/3/2017,160,159.99,2395
721,1,5/4/2017,159,160.06,3295
722,1,5/5/2017,160,160.23,3055
723,1,5/6/2017,160,160.26,2995
724,1,5/7/2017,159,160.33,3175
725,1,5/8/2017,160,160.16,3460
726,1,5/9/2017,160,160.06,2615
727,1,5/10/2017,160,160.04,2740
728,1,5/11/2017,159,160.06,3265
729,1,5/12/2017,159,160,3085
730,1,5/13/2017,160,159.9,3110
731,1,5/14/2017,160,159.97,3385
732,1,5/15/2017,160,160.09,2875
733,1,5/16/2017,159,160.16,3035
734,1,5/17/2017,162,160.11,2875
735,1,5/18/2017,160,160.31,2865
736,1,5/19/2017,162,160.53,2670
737,1,5/20/2017,160,160.86,2755
738,1,5/21/2017,162,160.84,2985
739,1,5/22/2017,161,161.07,2995
740,1,5/23/2017,162,161.19,2760
741,1,5/24/2017,161,161.54,2865
742,1,5/25/2017,161,161.53,2650
743,1,5/26/2017,161,161.67,3015
744,1,5/27/2017,162,161.6,2955
745,1,5/28/2017,163,161.9,3050
746,1,5/29/2017,162,162.1,2870
747,1,5/30/2017,162,162.27,2790
748,1,5/31/2017,161,162.27,2865
749,1,6/1/2017,162,162.26,3025
750,1,6/2/2017,161,162.39,2855
751,1,6/3/2017,161,162.39,3045
752,1,6/4/2017,162,162.27,2550
753,1,6/5/2017,161,162.09,2835
754,1,6/6/2017,162,161.83,2950
755,1,6/7/2017,160,161.8,2565
756,1,6/8/2017,161,161.64,2875
757,1,6/9/2017,161,161.56,2865
758,1,6/10/2017,163,161.59,2845
759,1,6/11/2017,161,161.77,2840
760,1,6/12/2017,162,161.61,2725
761,1,6/13/2017,162,161.79,2840
762,1,6/14/2017,160,161.79,2715
763,1,6/15/2017,161,161.79,2300
764,1,6/16/2017,161,161.76,2915
765,1,6/17/2017,162,161.74,2645
766,1,6/18/2017,160,161.66,2835
767,1,6/19/2017,160,161.64,2765
768,1,6/20/2017,161,161.44,2740
769,1,6/21/2017,161,161.43,2850
770,1,6/22/2017,161,161.51,2550
771,1,6/23/2017,160,161.46,2685
772,1,6/24/2017,160,161.24,2675
773,1,6/25/2017,161,160.99,2700
774,1,6/26/2017,162,161.13,2655
775,1,6/27/2017,159,161.31,2545
776,1,6/28/2017,159,161.03,2660
777,1,6/29/2017,160,160.7,2735
778,1,6/30/2017,159,160.63,2985
779,1,7/1/2017,161,160.6,2450
780,1,7/2/2017,160,160.77,2680
781,1,7/3/2017,160,160.51,2665
782,1,7/4/2017,162,160.31,2675
783,1,7/5/2017,162,160.67,2680
784,1,7/6/2017,162,161.14,2695
785,1,7/7/2017,160,161.39,2580
786,1,7/8/2017,160,161.41,2650
787,1,7/9/2017,158,161.17,2735
788,1,7/10/2017,159,160.96,2615
789,1,7/11/2017,160,160.81,2645
790,1,7/12/2017,160,160.56,2760
791,1,7/13/2017,159,160.27,2900
792,1,7/14/2017,160,159.84,2695
793,1,7/15/2017,159,159.91,2810
794,1,7/16/2017,160,159.84,2510
795,1,7/17/2017,161,160.17,2695
796,1,7/18/2017,160,160.44,2690
797,1,7/19/2017,159,160.37,2875
798,1,7/20/2017,159,160.29,2725
799,1,7/21/2017,160,160.27,2455
800,1,7/22/2017,159,160.21,2680
801,1,7/23/2017,158,160.19,2710
802,1,7/24/2017,159,159.86,2770
803,1,7/25/2017,159,159.61,2665
804,1,7/26/2017,160,159.5,2960
805,1,7/27/2017,160,159.54,2480
806,1,7/28/2017,161,159.67,2645
807,1,7/29/2017,160,159.86,2660
808,1,7/30/2017,161,160.01,2690
809,1,7/31/2017,160,160.43,2650
810,1,8/1/2017,161,160.56,2770
811,1,8/2/2017,161,160.89,2660
812,1,8/3/2017,161,161.09,2725
813,1,8/4/2017,161,161.19,2725
814,1,8/5/2017,160,161.16,2715
815,1,8/6/2017,158,161.09,2720
816,1,8/7/2017,159,160.71,2720
817,1,8/8/2017,161,160.5,2725
818,1,8/9/2017,159,160.46,2750
819,1,8/10/2017,159,160.21,2610
820,1,8/11/2017,160,160.03,2840
821,1,8/12/2017,158,159.94,2740
822,1,8/13/2017,159,159.73,2710
823,1,8/14/2017,159,159.87,2735
824,1,8/15/2017,160,159.96,2735
825,1,8/16/2017,160,159.9,2695
826,1,8/17/2017,160,159.97,2635
827,1,8/18/2017,159,160.04,2445
828,1,8/19/2017,160,159.8,2615
829,1,8/20/2017,159,160.04,2680
830,1,8/21/2017,160,160.04,2865
831,1,8/22/2017,161,160.17,2535
832,1,8/23/2017,160,160.19,2710
833,1,8/24/2017,160,160.2,2715
834,1,8/25/2017,160,160.21,2740
835,1,8/26/2017,160,160.39,2930
836,1,8/27/2017,160,160.44,2495
837,1,8/28/2017,160,160.57,2685
838,1,8/29/2017,161,160.53,2675
839,1,8/30/2017,161,160.59,2705
840,1,8/31/2017,162,160.81,2735
841,1,9/1/2017,162,161.07,2705
842,1,9/2/2017,162,161.39,2635
843,1,9/3/2017,162,161.6,2710
844,1,9/4/2017,161,161.8,2550
845,1,9/5/2017,161,161.96,2510
846,1,9/6/2017,161,161.99,2650
847,1,9/7/2017,162,161.91,2585
848,1,9/8/2017,160,161.93,2665
849,1,9/9/2017,161,161.63,2650
